"","time","lat","lon","address","site_number","no2","o3","pm25","source","year","month","day"
"926","2021-07-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044,NA,"EPA",2021,7,28
"927","2021-07-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046,NA,"EPA",2021,7,29
"928","2021-07-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049471,NA,"EPA",2021,7,30
"929","2021-07-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.059294,NA,"EPA",2021,7,31
"930","2021-08-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044706,NA,"EPA",2021,8,1
"931","2021-08-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.052882,NA,"EPA",2021,8,2
"932","2021-08-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.056294,NA,"EPA",2021,8,3
"933","2021-08-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.055765,NA,"EPA",2021,8,4
"934","2021-08-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.057824,NA,"EPA",2021,8,5
"935","2021-08-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.060059,NA,"EPA",2021,8,6
"936","2021-08-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046412,NA,"EPA",2021,8,7
"937","2021-08-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050412,NA,"EPA",2021,8,8
"938","2021-08-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047176,NA,"EPA",2021,8,9
"939","2021-08-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042765,NA,"EPA",2021,8,10
"940","2021-08-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047824,NA,"EPA",2021,8,11
"941","2021-08-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041235,NA,"EPA",2021,8,12
"942","2021-08-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040941,NA,"EPA",2021,8,13
"943","2021-08-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036353,NA,"EPA",2021,8,14
"944","2021-08-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043,NA,"EPA",2021,8,15
"945","2021-08-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040176,NA,"EPA",2021,8,16
"946","2021-08-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041706,NA,"EPA",2021,8,17
"947","2021-08-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038353,NA,"EPA",2021,8,18
"948","2021-08-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042471,NA,"EPA",2021,8,19
"949","2021-08-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040588,NA,"EPA",2021,8,20
"950","2021-08-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034529,NA,"EPA",2021,8,21
"951","2021-08-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033059,NA,"EPA",2021,8,22
"952","2021-08-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041941,NA,"EPA",2021,8,23
"953","2021-08-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045588,NA,"EPA",2021,8,24
"954","2021-08-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040647,NA,"EPA",2021,8,25
"955","2021-08-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041588,NA,"EPA",2021,8,26
"956","2021-08-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044176,NA,"EPA",2021,8,27
"957","2021-08-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043412,NA,"EPA",2021,8,28
"958","2021-08-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034059,NA,"EPA",2021,8,29
"959","2021-08-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034471,NA,"EPA",2021,8,30
"960","2021-08-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042059,NA,"EPA",2021,8,31
"961","2021-09-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037647,NA,"EPA",2021,9,1
"962","2021-09-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037706,NA,"EPA",2021,9,2
"963","2021-09-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035588,NA,"EPA",2021,9,3
"964","2021-09-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040059,NA,"EPA",2021,9,4
"965","2021-09-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040706,NA,"EPA",2021,9,5
"966","2021-09-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041294,NA,"EPA",2021,9,6
"967","2021-09-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050294,NA,"EPA",2021,9,7
"968","2021-09-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.055059,NA,"EPA",2021,9,8
"969","2021-09-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.054412,NA,"EPA",2021,9,9
"970","2021-09-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.053235,NA,"EPA",2021,9,10
"971","2021-09-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.060118,NA,"EPA",2021,9,11
"972","2021-09-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.062529,NA,"EPA",2021,9,12
"973","2021-09-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048,NA,"EPA",2021,9,13
"974","2021-09-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041588,NA,"EPA",2021,9,14
"975","2021-09-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043588,NA,"EPA",2021,9,15
"976","2021-09-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039706,NA,"EPA",2021,9,16
"977","2021-09-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039235,NA,"EPA",2021,9,17
"978","2021-09-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046529,NA,"EPA",2021,9,18
"979","2021-09-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.052706,NA,"EPA",2021,9,19
"980","2021-09-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047882,NA,"EPA",2021,9,20
"981","2021-09-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039294,NA,"EPA",2021,9,21
"982","2021-09-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041235,NA,"EPA",2021,9,22
"983","2021-09-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049647,NA,"EPA",2021,9,23
"984","2021-09-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.051647,NA,"EPA",2021,9,24
"985","2021-09-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049706,NA,"EPA",2021,9,25
"986","2021-09-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046471,NA,"EPA",2021,9,26
"987","2021-09-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044176,NA,"EPA",2021,9,27
"988","2021-09-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036353,NA,"EPA",2021,9,28
"989","2021-09-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040588,NA,"EPA",2021,9,29
"990","2021-09-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032647,NA,"EPA",2021,9,30
"991","2021-10-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034412,NA,"EPA",2021,10,1
"992","2021-10-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043412,NA,"EPA",2021,10,2
"993","2021-10-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046294,NA,"EPA",2021,10,3
"994","2021-10-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050765,NA,"EPA",2021,10,4
"995","2021-10-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050667,NA,"EPA",2021,10,5
"996","2021-10-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048692,NA,"EPA",2021,10,6
"997","2021-10-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036706,NA,"EPA",2021,10,7
"998","2021-10-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035,NA,"EPA",2021,10,8
"999","2021-10-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033529,NA,"EPA",2021,10,9
"1000","2021-10-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030588,NA,"EPA",2021,10,10
"1001","2021-10-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045294,NA,"EPA",2021,10,11
"1002","2021-10-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039,NA,"EPA",2021,10,12
"1003","2021-10-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042588,NA,"EPA",2021,10,13
"1004","2021-10-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042647,NA,"EPA",2021,10,14
"1005","2021-10-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039647,NA,"EPA",2021,10,15
"1006","2021-10-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040706,NA,"EPA",2021,10,16
"1007","2021-10-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044588,NA,"EPA",2021,10,17
"1008","2021-10-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044294,NA,"EPA",2021,10,18
"1009","2021-10-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038118,NA,"EPA",2021,10,19
"1010","2021-10-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044588,NA,"EPA",2021,10,20
"1011","2021-10-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042941,NA,"EPA",2021,10,21
"1012","2021-10-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036118,NA,"EPA",2021,10,22
"1013","2021-10-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036294,NA,"EPA",2021,10,23
"1014","2021-10-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043412,NA,"EPA",2021,10,24
"1015","2021-10-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046412,NA,"EPA",2021,10,25
"1016","2021-10-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039412,NA,"EPA",2021,10,26
"1017","2021-10-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037235,NA,"EPA",2021,10,27
"1018","2021-10-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037706,NA,"EPA",2021,10,28
"1019","2021-10-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036529,NA,"EPA",2021,10,29
"1020","2021-10-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038824,NA,"EPA",2021,10,30
"1021","2021-10-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032412,NA,"EPA",2021,10,31
"1022","2021-11-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034353,NA,"EPA",2021,11,1
"1023","2021-11-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.028,NA,"EPA",2021,11,2
"1024","2021-11-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.026538,NA,"EPA",2021,11,3
"1025","2021-11-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032059,NA,"EPA",2021,11,4
"1026","2021-11-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037786,NA,"EPA",2021,11,5
"1027","2021-11-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037294,NA,"EPA",2021,11,8
"1028","2021-11-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035,NA,"EPA",2021,11,9
"1029","2021-11-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037294,NA,"EPA",2021,11,10
"1030","2021-11-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037588,NA,"EPA",2021,11,11
"1031","2021-11-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035706,NA,"EPA",2021,11,12
"1032","2021-11-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041,NA,"EPA",2021,11,13
"1033","2021-11-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033882,NA,"EPA",2021,11,14
"1034","2021-11-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037941,NA,"EPA",2021,11,15
"1035","2021-11-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033294,NA,"EPA",2021,11,16
"1036","2021-11-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035176,NA,"EPA",2021,11,17
"1037","2021-11-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034,NA,"EPA",2021,11,18
"1038","2021-11-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035118,NA,"EPA",2021,11,19
"1039","2021-11-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036471,NA,"EPA",2021,11,20
"1040","2021-11-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036176,NA,"EPA",2021,11,21
"1041","2021-11-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035529,NA,"EPA",2021,11,22
"1042","2021-11-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038118,NA,"EPA",2021,11,23
"1043","2021-11-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032941,NA,"EPA",2021,11,24
"1044","2021-11-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032529,NA,"EPA",2021,11,25
"1045","2021-11-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033235,NA,"EPA",2021,11,26
"1046","2021-11-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035294,NA,"EPA",2021,11,27
"1047","2021-11-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032706,NA,"EPA",2021,11,28
"1048","2021-11-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034529,NA,"EPA",2021,11,29
"1049","2021-11-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032353,NA,"EPA",2021,11,30
"1050","2021-12-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037647,NA,"EPA",2021,12,1
"1051","2021-12-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033,NA,"EPA",2021,12,2
"1052","2021-12-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031706,NA,"EPA",2021,12,3
"1053","2021-12-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035706,NA,"EPA",2021,12,4
"1054","2021-12-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034706,NA,"EPA",2021,12,5
"1055","2021-12-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033529,NA,"EPA",2021,12,6
"1056","2021-12-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029529,NA,"EPA",2021,12,7
"1057","2021-12-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032941,NA,"EPA",2021,12,8
"1058","2021-12-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034059,NA,"EPA",2021,12,9
"1059","2021-12-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035294,NA,"EPA",2021,12,10
"1060","2021-12-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033941,NA,"EPA",2021,12,11
"1061","2021-12-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033176,NA,"EPA",2021,12,12
"1062","2021-12-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033176,NA,"EPA",2021,12,13
"1063","2021-12-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030059,NA,"EPA",2021,12,14
"1064","2021-12-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036,NA,"EPA",2021,12,15
"1065","2021-12-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037176,NA,"EPA",2021,12,16
"1066","2021-12-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035824,NA,"EPA",2021,12,17
"1067","2021-12-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034765,NA,"EPA",2021,12,18
"1068","2021-12-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034647,NA,"EPA",2021,12,19
"1069","2021-12-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037059,NA,"EPA",2021,12,20
"1070","2021-12-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035824,NA,"EPA",2021,12,21
"1071","2021-12-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035765,NA,"EPA",2021,12,22
"1072","2021-12-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030882,NA,"EPA",2021,12,23
"1073","2021-12-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031706,NA,"EPA",2021,12,24
"1074","2021-12-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031824,NA,"EPA",2021,12,25
"1075","2021-12-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029235,NA,"EPA",2021,12,26
"1076","2021-12-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033059,NA,"EPA",2021,12,27
"1077","2021-12-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037588,NA,"EPA",2021,12,28
"1078","2021-12-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033176,NA,"EPA",2021,12,29
"1079","2021-12-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034882,NA,"EPA",2021,12,30
"1080","2021-12-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.02975,NA,"EPA",2021,12,31
"1081","2022-01-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032471,NA,"EPA",2022,1,1
"1082","2022-01-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037176,NA,"EPA",2022,1,2
"1083","2022-01-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034882,NA,"EPA",2022,1,3
"1084","2022-01-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035118,NA,"EPA",2022,1,4
"1085","2022-01-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033647,NA,"EPA",2022,1,5
"1086","2022-01-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031882,NA,"EPA",2022,1,6
"1087","2022-01-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.024941,NA,"EPA",2022,1,7
"1088","2022-01-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035824,NA,"EPA",2022,1,8
"1089","2022-01-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037647,NA,"EPA",2022,1,9
"1090","2022-01-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034824,NA,"EPA",2022,1,10
"1091","2022-01-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036118,NA,"EPA",2022,1,11
"1092","2022-01-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036824,NA,"EPA",2022,1,12
"1093","2022-01-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038882,NA,"EPA",2022,1,13
"1094","2022-01-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036941,NA,"EPA",2022,1,14
"1095","2022-01-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037353,NA,"EPA",2022,1,15
"1096","2022-01-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041176,NA,"EPA",2022,1,16
"1097","2022-01-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037353,NA,"EPA",2022,1,17
"1098","2022-01-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038412,NA,"EPA",2022,1,18
"1099","2022-01-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031412,NA,"EPA",2022,1,19
"1100","2022-01-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034529,NA,"EPA",2022,1,20
"1101","2022-01-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033235,NA,"EPA",2022,1,21
"1102","2022-01-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035471,NA,"EPA",2022,1,22
"1103","2022-01-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036588,NA,"EPA",2022,1,23
"1104","2022-01-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038412,NA,"EPA",2022,1,24
"1105","2022-01-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035706,NA,"EPA",2022,1,25
"1106","2022-01-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.025118,NA,"EPA",2022,1,26
"1107","2022-01-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036353,NA,"EPA",2022,1,27
"1108","2022-01-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035,NA,"EPA",2022,1,28
"1109","2022-01-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035647,NA,"EPA",2022,1,29
"1110","2022-01-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035529,NA,"EPA",2022,1,30
"1111","2022-01-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039529,NA,"EPA",2022,1,31
"1112","2022-02-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034529,NA,"EPA",2022,2,1
"1113","2022-02-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032647,NA,"EPA",2022,2,2
"1114","2022-02-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035471,NA,"EPA",2022,2,3
